,song_id,song_name,album,artist,duration(ms),release_date,acousticness,danceability,energy,insturmentalness,key,liveness,loudness,mode,spechiness,tempo,time_signature,valence,popularity,binary_popularity
0,32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk (feat. Bruno Mars),Uptown Special,Mark Ronson,269666,2015-01-12,0.00801,0.856,0.609,8.15e-05,0,0.0344,-7.223,1,0.0824,114.988,4,0.928,84,1
1,34gCuhDGsG4bRPIf9bb02f,Thinking out Loud,x (Deluxe Edition),Ed Sheeran,281560,2014-06-21,0.474,0.781,0.445,0.0,2,0.184,-6.061,1,0.0295,78.998,4,0.591,83,1
2,2JzZzZUQj3Qff7wapcbKjc,See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),Wiz Khalifa,229525,2015,0.369,0.689,0.481,1.03e-06,10,0.0649,-7.503,1,0.0815,80.025,4,0.283,83,1
3,4B0JvthVoAAuygILe3n4Bs,What Do You Mean?,Purpose (Deluxe),Justin Bieber,205680,2015-11-13,0.59,0.845,0.567,0.00142,5,0.0811,-8.118,0,0.0956,125.02,4,0.793,79,1
4,1Lim1Py7xBgbAkAys3AGAG,Lean On,Peace Is The Mission (Extended),Major Lazer,176561,2015-11-27,0.00346,0.723,0.809,0.00123,7,0.565,-3.081,0,0.0625,98.007,4,0.274,76,1
5,2PIvq1pGrUjY007X5y1UpM,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack","Earned It (Fifty Shades Of Grey) [From The ""Fifty Shades Of Grey"" Soundtrack]",The Weeknd,252226,2014-12-23,0.385,0.659,0.381,0.0,2,0.0972,-5.922,0,0.0304,119.844,3,0.426,76,1
6,3zHq9ouUJQFQRf3cm1rRLu,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Delirium (Deluxe),Ellie Goulding,252534,2015-11-06,0.247,0.262,0.606,0.0,8,0.125,-6.646,1,0.0484,189.857,4,0.275,79,1
7,0ct6r3EGTcMLPtrXHDvVjc,The Nights,The Days / Nights,Avicii,176658,2014-01-01,0.0166,0.527,0.835,0.0,6,0.249,-5.298,1,0.0433,125.983,4,0.654,86,1
8,3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,Blurryface,Twenty One Pilots,202333,2015-05-15,0.0462,0.734,0.637,2.29e-05,4,0.0602,-5.677,0,0.141,169.977,4,0.648,86,1
9,6K4t31amVTZDgR3sKmwUJJ,The Less I Know The Better,Currents,Tame Impala,216320,2015-07-17,0.0115,0.64,0.74,0.00678,4,0.167,-4.083,1,0.0284,116.879,4,0.785,86,1
10,1p80LdxRV74UKvL8gnD7ky,Blank Space,1989,Taylor Swift,231826,2014-10-27,0.085,0.753,0.678,1.64e-06,5,0.13,-5.421,1,0.0644,96.006,4,0.583,81,1
11,5E30LdtzQTGqRvNd7l6kG5,Daddy Issues,Wiped Out!,The Neighbourhood,260173,2015-10-30,0.0678,0.588,0.521,0.149,10,0.123,-9.461,1,0.0329,85.012,4,0.337,85,1
12,0y1QJc3SJVPKJ1OvFmFqe6,Way down We Go,A/B,KALEO,213706,2016-06-10,0.579,0.489,0.505,0.000333,10,0.104,-8.022,0,0.117,163.255,4,0.337,85,1
13,50kpGaPAhYJ3sGmk6vplg0,Love Yourself,Purpose (Deluxe),Justin Bieber,233720,2015-11-13,0.835,0.609,0.378,0.0,4,0.28,-9.828,1,0.438,100.418,4,0.515,85,1
14,7fBv7CLKzipRk6EC6TWHOB,The Hills,Beauty Behind The Madness,The Weeknd,242253,2015-08-28,0.0671,0.585,0.564,0.0,0,0.135,-7.063,0,0.0515,113.003,4,0.137,87,1
15,4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,TALKING IS HARD,WALK THE MOON,199080,2014-12-02,0.00701,0.578,0.866,0.0,1,0.257,-3.804,1,0.0619,128.038,4,0.619,84,1
16,3pXF1nA74528Edde4of9CC,Don't,T R A P S O U L,Bryson Tiller,198293,2015-10-02,0.223,0.765,0.356,0.0,11,0.0963,-5.556,0,0.195,96.991,4,0.189,84,1
17,7xoUc6faLbCqZO6fQEYprd,One Last Time,My Everything (Deluxe),Ariana Grande,197266,2014-08-25,0.093,0.628,0.593,1.65e-06,8,0.096,-5.036,1,0.0323,125.026,4,0.104,84,1
18,2P4OICZRVAQcYAV2JReRfj,Waiting For Love,Stories,Avicii,230613,2015-10-02,0.31,0.579,0.736,0.0,6,0.198,-3.863,0,0.0527,127.999,4,0.613,83,1
19,7MmG8p0F9N3C4AXdK6o6Eb,Outside (feat. Ellie Goulding),Motion,Calvin Harris,227266,2014-10-31,0.213,0.646,0.823,0.0,2,0.322,-4.123,0,0.0394,128.035,4,0.418,82,1
20,09CtPGIpYB4BrO8qb1RGsF,Sorry,Purpose (Deluxe),Justin Bieber,200786,2015-11-13,0.0797,0.654,0.76,0.0,0,0.299,-3.669,0,0.045,99.945,4,0.41,82,1
21,2bJvI42r8EF3wxjOuDav4r,Time of Our Lives,Globalization,Pitbull,229360,2014-11-21,0.0921,0.721,0.802,0.0,1,0.694,-5.797,1,0.0583,124.022,4,0.724,82,1
22,2GiJYvgVaD2HtM8GqD9EgQ,Electric Love,Dopamine,BØRNS,218106,2015-10-16,0.00543,0.611,0.797,0.00137,6,0.26,-7.627,0,0.0533,120.041,4,0.518,81,1
23,22VdIZQfgXJea34mQxlt81,Can't Feel My Face,Beauty Behind The Madness,The Weeknd,213520,2015-08-28,0.113,0.705,0.769,0.0,9,0.105,-5.526,0,0.0425,107.949,4,0.583,84,1
24,4lIxdJw6W3Fg4vUIYCB0S5,Style,1989,Taylor Swift,231000,2014-10-27,0.00253,0.598,0.786,0.0016,2,0.117,-5.572,1,0.0383,95.019,4,0.456,81,1
25,04aAxqtGp5pv12UXAg4pkq,Centuries,American Beauty/American Psycho,Fall Out Boy,228360,2015-01-20,0.00359,0.393,0.858,0.0,4,0.102,-2.868,0,0.0729,176.042,4,0.56,81,1
26,3uwnnTQcHM1rDqSfA4gQNz,Cool for the Summer,Confident,Demi Lovato,214739,2015-01-01,0.00425,0.583,0.61,0.000105,5,0.14,-5.639,0,0.0382,114.06,4,0.336,80,1
27,1rIKgCH4H52lrvDcz50hS8,Lush Life,So Good,Zara Larsson,201122,2017-03-17,0.132,0.694,0.712,0.0,7,0.211,-3.923,0,0.046,98.023,4,0.799,80,1
28,2K87XMYnUMqLcX3zvtAF4G,Drag Me Down,Made In The A.M. (Deluxe Edition),One Direction,192120,2015-11-13,0.109,0.73,0.703,0.0,0,0.0657,-5.672,0,0.0369,138.113,4,0.595,80,1
